Algorithm,IID,Epsilon,Poison_Rate,Round,Benign_Accuracy,Benign_roc,f1,ASR,ASR_f1,FNR
FedAvg,TRUE,20,0.01,36,0.8462,0.9838292380436793,0.8417476449251315,0.015964523281596452,0.003142732,0.158252355
FedAvg,TRUE,20,0.01,37,0.8494,0.9841019335112999,0.8451558440797294,0.015853658536585366,0.003121248,0.154844156
FedAvg,TRUE,20,0.01,38,0.8487,0.984193579,0.8445767179770961,0.015521064301552107,0.003056769,0.155423282
FedAvg,TRUE,20,0.01,39,0.8509,0.9843967313413685,0.8469759365986065,0.0154102,0.003035266,0.153024063
FedAvg,TRUE,20,0.01,40,0.8522,0.9846558250509796,0.8485668031413283,0.0154102,0.003035266,0.151433197
FedAvg,TRUE,20,0.01,41,0.8548,0.9848850331727025,0.8513149175836923,0.015188470066518847,0.002992246,0.148685082
FedAvg,TRUE,20,0.01,42,0.8544,0.9850989695239741,0.8510070296781771,0.015521064301552107,0.003056769,0.14899297
FedAvg,TRUE,20,0.01,43,0.857,0.9852876893107909,0.8536946199925091,0.014966740576496674,0.002949208,0.14630538
FedAvg,TRUE,20,0.01,44,0.8573,0.9855639530090581,0.8542637149992649,0.014190687361419069,0.002798426,0.145736285
FedAvg,TRUE,20,0.01,45,0.8595,0.9856481402670821,0.8563501860116585,0.014855875831485588,0.002927682,0.143649814
FedAvg,TRUE,20,0.01,46,0.8606,0.9858470481049725,0.8576378560626303,0.014745011086474502,0.002906151,0.142362144
FedAvg,TRUE,20,0.01,47,0.8612,0.9860248943982214,0.8582159174838562,0.014523281596452327,0.002863075,0.141784083
FedAvg,TRUE,20,0.01,48,0.8615,0.9861627703275084,0.8586336460950925,0.013636363636363636,0.002690583,0.141366354
FedAvg,TRUE,20,0.01,49,0.8624,0.9863092155841215,0.8594381696649782,0.014190687361419069,0.002798426,0.14056183
FedAvg,TRUE,20,0.01,50,0.863,0.9864472840891342,0.8600678686861304,0.013968957871396896,0.002755303,0.139932131
FedAvg,TRUE,20,0.01,51,0.8635,0.9865672534538893,0.8605483890896796,0.014745011086474502,0.002906151,0.139451611
FedAvg,TRUE,20,0.01,52,0.865,0.9867519129692832,0.8623229754931167,0.013747228381374724,0.002712161,0.137677025
FedAvg,TRUE,20,0.01,53,0.8661,0.9868622308194803,0.8634694918913878,0.013525499,0.002669,0.136530508
FedAvg,TRUE,20,0.01,54,0.8657,0.9869086191441705,0.8630622286264773,0.012971175166297118,0.002561016,0.136937771
FedAvg,TRUE,20,0.01,55,0.8679,0.987074129,0.8654217073228037,0.012305986696230599,0.002431278,0.134578293
FedAvg,TRUE,20,0.01,56,0.868,0.9871475616195158,0.865498876,0.013303769401330377,0.002625821,0.134501124
FedAvg,TRUE,20,0.01,57,0.8673,0.9871423583276616,0.8647384403130605,0.013414634146341463,0.002647413,0.13526156
FedAvg,TRUE,20,0.01,58,0.87,0.9873487228572694,0.8675716275330057,0.012527716186252771,0.002474543,0.132428372
FedAvg,TRUE,20,0.01,59,0.8694,0.987416521,0.8670006645932634,0.013192905,0.002604224,0.132999335
FedAvg,TRUE,20,0.01,60,0.8693,0.9874618568969236,0.8668486044772304,0.013082039911308204,0.002582622,0.133151396
FedAvg,TRUE,20,0.01,61,0.8701,0.9875512071169563,0.8676207537726913,0.012749445676274944,0.002517789,0.132379246
FedAvg,TRUE,20,0.01,62,0.8713,0.9876500182337162,0.8688597456429592,0.012971175166297118,0.002561016,0.131140254
FedAvg,TRUE,20,0.01,63,0.8724,0.9877902757805892,0.8700263453383748,0.013303769401330377,0.002625821,0.129973655
FedAvg,TRUE,20,0.01,64,0.8732,0.9878283719849609,0.8707714242010793,0.013858093,0.002733734,0.129228576
FedAvg,TRUE,20,0.01,65,0.8741,0.9879330147305364,0.871789935,0.012305986696230599,0.002431278,0.128210065
FedAvg,TRUE,20,0.01,66,0.8739,0.9880106475265069,0.8716135789191982,0.013414634146341463,0.002647413,0.128386421
FedAvg,TRUE,20,0.01,67,0.8738,0.9880435230674822,0.8714821661116018,0.013747228381374724,0.002712161,0.128517834
FedAvg,TRUE,20,0.01,68,0.8767,0.9881824657012649,0.8744954158248659,0.012860310421286032,0.002539405,0.125504584
FedAvg,TRUE,20,0.01,69,0.8755,0.9881427026636299,0.8731738286545896,0.012971175166297118,0.002561016,0.126826171
FedAvg,TRUE,20,0.01,70,0.8767,0.9882190202917658,0.8744990334401719,0.013414634146341463,0.002647413,0.125500967
FedAvg,TRUE,20,0.01,71,0.8766,0.988261862,0.8743259847151876,0.013414634146341463,0.002647413,0.125674015
FedAvg,TRUE,20,0.01,72,0.8768,0.9883482614822906,0.8745916288559629,0.013082039911308204,0.002582622,0.125408371
FedAvg,TRUE,20,0.01,73,0.8782,0.9884035324871615,0.8760341477669135,0.013636363636363636,0.002690583,0.123965852
FedAvg,TRUE,20,0.01,74,0.8783,0.9885249514447831,0.8761057904340064,0.013525499,0.002669,0.12389421
